id,slot_no,status,vehicle,lot_id,road_name,lot_type,geom
371,371,,,KNH236,KNH,,0106000020E610000001000000010300000001000000050000009010F8A57967424000B035F395D4F4BFF853E312786742400293F68A97D4F4BFE8155D1E78674240FECD3BDE7CD4F4BF509CA6B379674240010ECC927FD4F4BF9010F8A57967424000B035F395D4F4BF
373,373,,,KNH238,KNH,,0106000020E61000000100000001030000000100000005000000483C5F7478674240FFE3EC05B5D3F4BFE0D84ABA76674240FECF6A37B0D3F4BF582914C176674240014FCB3F95D3F4BF0069CA7E786742400236A1D19CD3F4BF483C5F7478674240FFE3EC05B5D3F4BF
374,374,,,KNH239,KNH,,0106000020E61000000100000001030000000100000005000000E845146A78674240FF788CF2CCD3F4BF702BE2B376674240FE72E3B5C9D3F4BFE0D84ABA76674240FECF6A37B0D3F4BF483C5F7478674240FFE3EC05B5D3F4BFE845146A78674240FF788CF2CCD3F4BF
375,375,,,KNH240,KNH,,0106000020E61000000100000001030000000100000005000000A0F0DA5E78674240FFBC9C07E7D3F4BF68D652AD7667424001D6E0C9E3D3F4BF702BE2B376674240FE72E3B5C9D3F4BFE845146A78674240FF788CF2CCD3F4BFA0F0DA5E78674240FFBC9C07E7D3F4BF
376,376,,,KNH241,KNH,,0106000020E6100000010000000103000000010000000500000030C026547867424000495DE6FFD3F4BF106D5CA676674240017FFD7AFFD3F4BF68D652AD7667424001D6E0C9E3D3F4BFA0F0DA5E78674240FFBC9C07E7D3F4BF30C026547867424000495DE6FFD3F4BF
377,377,,,KNH242,KNH,,0106000020E61000000100000001030000000100000005000000F00FF24C7867424000DBDCA210D4F4BF08199FA176674240FE74E55012D4F4BF106D5CA676674240017FFD7AFFD3F4BF30C026547867424000495DE6FFD3F4BFF00FF24C7867424000DBDCA210D4F4BF
378,378,,,KNH243,KNH,,0106000020E61000000100000001030000000100000005000000E85B1F4378674240FED3D27427D4F4BFC881EC9C76674240FF75A8FC24D4F4BF08199FA176674240FE74E55012D4F4BFF00FF24C7867424000DBDCA210D4F4BFE85B1F4378674240FED3D27427D4F4BF
379,379,,,KNH244,KNH,,0106000020E6100000010000000103000000010000000500000008B1D83878674240FF58FA563FD4F4BF0059749776674240FF9CFBB73AD4F4BFC881EC9C76674240FF75A8FC24D4F4BFE85B1F4378674240FED3D27427D4F4BF08B1D83878674240FF58FA563FD4F4BF
380,380,,,KNH245,KNH,,0106000020E61000000100000001030000000100000005000000D8FD822E78674240FF9B005857D4F4BF801F898F76674240012352385AD4F4BF0059749776674240FF9CFBB73AD4F4BF08B1D83878674240FF58FA563FD4F4BFD8FD822E78674240FF9B005857D4F4BF
381,381,,,KNH246,KNH,,0106000020E61000000100000001030000000100000005000000F8AFDB2378674240FE6AE21770D4F4BF30654B8976674240012A7A0373D4F4BF801F898F76674240012352385AD4F4BFD8FD822E78674240FF9B005857D4F4BFF8AFDB2378674240FE6AE21770D4F4BF
382,382,,,KNH247,KNH,,0106000020E610000001000000010300000001000000050000001856DC187867424001E9D9A489D4F4BFE0E4768376674240FEA1C7318AD4F4BF30654B8976674240012A7A0373D4F4BFF8AFDB2378674240FE6AE21770D4F4BF1856DC187867424001E9D9A489D4F4BF
383,383,,,KNH248,KNH,,0106000020E6100000010000000103000000010000000500000050AEAC7E766742400201AB419DD4F4BFA0B3F91078674240FE8EC9FB9BD4F4BF68EB140978674240FF34B952AED4F4BF0052E07976674240FF16D351B0D4F4BF50AEAC7E766742400201AB419DD4F4BF
384,384,,,KNH249,KNH,,0106000020E61000000100000001030000000100000005000000D0B947487A674240FF4F94818CD3F4BF7016338578674240FF334FED8DD3F4BF8034CF9078674240028100F372D3F4BFE87CE8577A674240028100F372D3F4BFD0B947487A674240FF4F94818CD3F4BF
385,385,,,KNH250,KNH,,0106000020E61000000100000001030000000100000005000000E0995C3B7A674240FFEC5BA3A1D3F4BF58E4D97D78674240002983009FD3F4BF7016338578674240FF334FED8DD3F4BFD0B947487A674240FF4F94818CD3F4BFE0995C3B7A674240FFEC5BA3A1D3F4BF
386,386,,,KNH251,KNH,,0106000020E6100000010000000103000000010000000500000078A311317A67424000012A7AB2D3F4BF483C5F7478674240FFE3EC05B5D3F4BF58E4D97D78674240002983009FD3F4BFE0995C3B7A674240FFEC5BA3A1D3F4BF78A311317A67424000012A7AB2D3F4BF
387,387,,,KNH252,KNH,,0106000020E61000000100000001030000000100000005000000A85DCF217A67424000CBC76CCBD3F4BFE845146A78674240FF788CF2CCD3F4BF483C5F7478674240FFE3EC05B5D3F4BF78A311317A67424000012A7AB2D3F4BFA85DCF217A67424000CBC76CCBD3F4BF
388,388,,,KNH253,KNH,,0106000020E610000001000000010300000001000000050000009049E7127A67424000C0D4CCE3D3F4BFA0F0DA5E78674240FFBC9C07E7D3F4BFE845146A78674240FF788CF2CCD3F4BFA85DCF217A67424000CBC76CCBD3F4BF9049E7127A67424000C0D4CCE3D3F4BF
389,389,,,KNH254,KNH,,0106000020E61000000100000001030000000100000005000000A00350017A674240FFB6489000D4F4BF30C026547867424000495DE6FFD3F4BFA0F0DA5E78674240FFBC9C07E7D3F4BF9049E7127A67424000C0D4CCE3D3F4BFA00350017A674240FFB6489000D4F4BF
390,390,,,KNH255,KNH,,0106000020E610000001000000010300000001000000050000005074ADF57967424001A8EC9813D4F4BFF00FF24C7867424000DBDCA210D4F4BF30C026547867424000495DE6FFD3F4BFA00350017A674240FFB6489000D4F4BF5074ADF57967424001A8EC9813D4F4BF
391,391,,,KNH256,KNH,,0106000020E610000001000000010300000001000000050000000042AAE979674240FF5EAC3F27D4F4BFE85B1F4378674240FED3D27427D4F4BFF00FF24C7867424000DBDCA210D4F4BF5074ADF57967424001A8EC9813D4F4BF0042AAE979674240FF5EAC3F27D4F4BF
392,392,,,KNH257,KNH,,0106000020E61000000100000001030000000100000005000000803EE0DA79674240011A236F3FD4F4BF08B1D83878674240FF58FA563FD4F4BFE85B1F4378674240FED3D27427D4F4BF0042AAE979674240FF5EAC3F27D4F4BF803EE0DA79674240011A236F3FD4F4BF
393,393,,,KNH258,KNH,,0106000020E6100000010000000103000000010000000500000000F7F8CE7967424002974CE552D4F4BFD8FD822E78674240FF9B005857D4F4BF08B1D83878674240FF58FA563FD4F4BF803EE0DA79674240011A236F3FD4F4BF00F7F8CE7967424002974CE552D4F4BF
394,394,,,KNH259,KNH,,0106000020E6100000010000000103000000010000000500000080A3B9C27967424001709CEB66D4F4BF98AAED2678674240FF92DDF768D4F4BFD8FD822E78674240FF9B005857D4F4BF00F7F8CE7967424002974CE552D4F4BF80A3B9C27967424001709CEB66D4F4BF
395,395,,,KNH260,KNH,,0106000020E61000000100000001030000000100000005000000509CA6B379674240010ECC927FD4F4BFE8155D1E78674240FECD3BDE7CD4F4BF98AAED2678674240FF92DDF768D4F4BF80A3B9C27967424001709CEB66D4F4BF509CA6B379674240010ECC927FD4F4BF
396,396,,,KNH261,KNH,,0106000020E61000000100000001030000000100000005000000F853E312786742400293F68A97D4F4BF9010F8A57967424000B035F395D4F4BFD884499879674240020BE453ACD4F4BF68EB140978674240FF34B952AED4F4BFF853E312786742400293F68A97D4F4BF
397,397,,,Jamii Auto Care1,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000300A41CF65664240FFF5764B72C8F4BF68C8780167664240FE8854E368C8F4BFC066405D67664240FFD141A89CC8F4BF301477296666424002E3E72EA5C8F4BF300A41CF65664240FFF5764B72C8F4BF
398,398,,,Jamii Auto Care2,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000D0139E5665664240FF0D9E1878C7F4BF983DB6236466424000FFB21D81C7F4BF580AB4BA63664240010983E145C7F4BFE85C7DEE64664240FFF7DC5A3DC7F4BFD0139E5665664240FF0D9E1878C7F4BF
399,399,,,Jamii Auto Care3,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000C88FADAB65664240FFDEAF13A8C7F4BF8001D67A64664240FE250043B2C7F4BF983DB6236466424000FFB21D81C7F4BFD0139E5665664240FF0D9E1878C7F4BFC88FADAB65664240FFDEAF13A8C7F4BF
400,400,,,Jamii Auto Care4,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000088DC84FC65664240FEA236AED5C7F4BF904A64CB64664240028DB9B4DFC7F4BF8001D67A64664240FE250043B2C7F4BFC88FADAB65664240FFDEAF13A8C7F4BF88DC84FC65664240FEA236AED5C7F4BF
401,401,,,Jamii Auto Care5,Jamii Auto Care,,0106000020E610000001000000010300000001000000050000007812D3506666424002C8D53C05C8F4BF10AA522265664240009A60BE10C8F4BF904A64CB64664240028DB9B4DFC7F4BF88DC84FC65664240FEA236AED5C7F4BF7812D3506666424002C8D53C05C8F4BF
402,402,,,Jamii Auto Care6,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000038E7E5BF6666424000D676E543C8F4BFC8CEDA8E6566424001F83FF74DC8F4BF10AA522265664240009A60BE10C8F4BF7812D3506666424002C8D53C05C8F4BF38E7E5BF6666424000D676E543C8F4BF
403,403,,,Jamii Auto Care7,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000068C8780167664240FE8854E368C8F4BF300A41CF65664240FFF5764B72C8F4BFC8CEDA8E6566424001F83FF74DC8F4BF38E7E5BF6666424000D676E543C8F4BF68C8780167664240FE8854E368C8F4BF
404,404,,,Jamii Auto Care8,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000038E78FBF6D664240FF69740E6BC8F4BFB025EE626E6642400098769C68C8F4BFB00210D26E664240FF12DC70A1C8F4BF28F33F2E6E664240FE3877B6A5C8F4BF38E78FBF6D664240FF69740E6BC8F4BF
405,405,,,Jamii Auto Care9,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000000797426B664240FFE30536B9C8F4BF0838447C6A664240025AF261BEC8F4BFD85098D4696642400115268E67C8F4BF28E28D9C6A664240008881C261C8F4BF000797426B664240FFE30536B9C8F4BF
406,406,,,Jamii Auto Care10,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000000F7C9DF6A66424001B31B2C85C8F4BFF08D57A96B664240004021B47EC8F4BFA0265D146C664240006298BDB3C8F4BF000797426B664240FFE30536B9C8F4BF00F7C9DF6A66424001B31B2C85C8F4BF
407,407,,,Jamii Auto Care11,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000F08D57A96B664240004021B47EC8F4BFA0CFAB676C664240FE07AC0A77C8F4BFE05151CC6C66424002C780F1AEC8F4BFA0265D146C664240006298BDB3C8F4BFF08D57A96B664240004021B47EC8F4BF
408,408,,,Jamii Auto Care12,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A0CFAB676C664240FE07AC0A77C8F4BFA89FFA1E6D66424002F1C7E26EC8F4BFA0E36F8A6D664240FE5E12FCA9C8F4BFE05151CC6C66424002C780F1AEC8F4BFA0CFAB676C664240FE07AC0A77C8F4BF
409,409,,,Jamii Auto Care13,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A89FFA1E6D66424002F1C7E26EC8F4BF38E78FBF6D664240FF69740E6BC8F4BF28F33F2E6E664240FE3877B6A5C8F4BFA0E36F8A6D664240FE5E12FCA9C8F4BFA89FFA1E6D66424002F1C7E26EC8F4BF
410,410,,,Jamii Auto Care14,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000F08D57A96B664240004021B47EC8F4BF00F7C9DF6A66424001B31B2C85C8F4BF28E28D9C6A664240008881C261C8F4BF685C50636B664240FEB9B8FF5BC8F4BFF08D57A96B664240004021B47EC8F4BF
411,411,,,Jamii Auto Care15,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A0CFAB676C664240FE07AC0A77C8F4BFF08D57A96B664240004021B47EC8F4BF685C50636B664240FEB9B8FF5BC8F4BF982A7B2C6C66424000B8F32A56C8F4BFA0CFAB676C664240FE07AC0A77C8F4BF
412,412,,,Jamii Auto Care16,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A89FFA1E6D66424002F1C7E26EC8F4BFA0CFAB676C664240FE07AC0A77C8F4BF982A7B2C6C66424000B8F32A56C8F4BFE88524E86C664240FE114FBA50C8F4BFA89FFA1E6D66424002F1C7E26EC8F4BF
413,413,,,Jamii Auto Care17,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000038E78FBF6D664240FF69740E6BC8F4BFA89FFA1E6D66424002F1C7E26EC8F4BFE88524E86C664240FE114FBA50C8F4BFD02F47856D66424002AA392C4CC8F4BF38E78FBF6D664240FF69740E6BC8F4BF
414,414,,,Jamii Auto Care18,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000B025EE626E6642400098769C68C8F4BF38E78FBF6D664240FF69740E6BC8F4BFD02F47856D66424002AA392C4CC8F4BFB8D969226E66424000FA689E47C8F4BFB025EE626E6642400098769C68C8F4BF
415,415,,,Jamii Auto Care19,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000C8C6E77B71664240FE24448475C7F4BF18E3B37771664240007EE2C84FC7F4BF70BF2E2372664240FEFF74004DC7F4BF50DF1B787266424000411E7D70C7F4BFC8C6E77B71664240FE24448475C7F4BF
416,416,,,Jamii Auto Care20,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000018E3B37771664240007EE2C84FC7F4BF00E136CC70664240FEFB4F9152C7F4BF9060E2B07066424001972F6C23C7F4BFE8453E33716642400071A15021C7F4BF18E3B37771664240007EE2C84FC7F4BF
417,417,,,Jamii Auto Care21,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A0BB902072664240FE75AD1098C7F4BFD8A7C7497066424000BBB53AA3C7F4BF9876951B7066424002EB838A7CC7F4BFD8031ECC71664240FFF0E6EA73C7F4BFA0BB902072664240FE75AD1098C7F4BF
418,418,,,Jamii Auto Care22,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000186FDEE469664240010AEC0BCAC7F4BF7819F7196966424002B8C5DBCEC7F4BF382A12AE6866424000294373A2C7F4BF68B3788B6966424002E26A099EC7F4BF186FDEE469664240010AEC0BCAC7F4BF
419,419,,,Jamii Auto Care23,Jamii Auto Care,,0106000020E610000001000000010300000001000000050000003072027F6A66424000F22764C6C7F4BF186FDEE469664240010AEC0BCAC7F4BF68B3788B6966424002E26A099EC7F4BFD8ECE7386A664240FF0B1E949AC7F4BF3072027F6A66424000F22764C6C7F4BF
420,420,,,Jamii Auto Care24,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000684E28286B664240FEF16361C2C7F4BF3072027F6A66424000F22764C6C7F4BFD8ECE7386A664240FF0B1E949AC7F4BFE8FB63D36A66424001F2B87F97C7F4BF684E28286B664240FEF16361C2C7F4BF
421,421,,,Jamii Auto Care25,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000986044B76B66424001B8BBFCBEC7F4BF684E28286B664240FEF16361C2C7F4BFE8FB63D36A66424001F2B87F97C7F4BF78F5FC666B66424000187E8E94C7F4BF986044B76B66424001B8BBFCBEC7F4BF
422,422,,,Jamii Auto Care26,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000048D7E6486C66424000C38188BBC7F4BF986044B76B66424001B8BBFCBEC7F4BF78F5FC666B66424000187E8E94C7F4BF40ACF4036C664240002D7B6D91C7F4BF48D7E6486C66424000C38188BBC7F4BF
423,423,,,Jamii Auto Care27,Jamii Auto Care,,0106000020E610000001000000010300000001000000050000001097EBF36C664240FFD3327AB7C7F4BF48D7E6486C66424000C38188BBC7F4BF40ACF4036C664240002D7B6D91C7F4BF983728B06C664240FF9B9FFE8DC7F4BF1097EBF36C664240FFD3327AB7C7F4BF
424,424,,,Jamii Auto Care28,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000480E64EC6D664240FF15DC95B1C7F4BF1097EBF36C664240FFD3327AB7C7F4BF983728B06C664240FF9B9FFE8DC7F4BFA01718936D6642400111537889C7F4BF480E64EC6D664240FF15DC95B1C7F4BF
425,425,,,Jamii Auto Care29,Jamii Auto Care,,0106000020E610000001000000010300000001000000050000003065F2D06E664240001D512AACC7F4BF480E64EC6D664240FF15DC95B1C7F4BFA01718936D6642400111537889C7F4BF1033427F6E664240009E0CC384C7F4BF3065F2D06E664240001D512AACC7F4BF
426,426,,,Jamii Auto Care30,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000D8A7C7497066424000BBB53AA3C7F4BF3065F2D06E664240001D512AACC7F4BF1033427F6E664240009E0CC384C7F4BF9876951B7066424002EB838A7CC7F4BFD8A7C7497066424000BBB53AA3C7F4BF
427,427,,,Jamii Auto Care31,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A0BB902072664240FE75AD1098C7F4BFD8031ECC71664240FFF0E6EA73C7F4BF50DF1B787266424000411E7D70C7F4BF28FF08CD726642400081C7F993C7F4BFA0BB902072664240FE75AD1098C7F4BF
428,428,,,Jamii Auto Care32,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000E0C4E75369664240FFA5E2249FC7F4BF382A12AE6866424000294373A2C7F4BFF03A2D42686642400052050B76C7F4BF40F6EB0269664240FF1E47EA72C7F4BFE0C4E75369664240FFA5E2249FC7F4BF
429,429,,,Jamii Auto Care33,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000C8AFDCFB69664240FE5BC5CB9BC7F4BFE0C4E75369664240FFA5E2249FC7F4BF40F6EB0269664240FF1E47EA72C7F4BFB02DB7AC696642400056D42870C7F4BFC8AFDCFB69664240FE5BC5CB9BC7F4BF
430,430,,,Jamii Auto Care34,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000B8543BB66A664240FF40B41498C7F4BFC8AFDCFB69664240FE5BC5CB9BC7F4BFB02DB7AC696642400056D42870C7F4BF907A3B6E6A6642400281DD046DC7F4BFB8543BB66A664240FF40B41498C7F4BF
431,431,,,Jamii Auto Care35,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000078F5FC666B66424000187E8E94C7F4BFB8543BB66A664240FF40B41498C7F4BF907A3B6E6A6642400281DD046DC7F4BF38E8D1156B664240012E8B4C6AC7F4BF78F5FC666B66424000187E8E94C7F4BF
432,432,,,Jamii Auto Care36,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000040ACF4036C664240002D7B6D91C7F4BF78F5FC666B66424000187E8E94C7F4BF38E8D1156B664240012E8B4C6AC7F4BF802ACEBB6B66424001D8EE9A67C7F4BF40ACF4036C664240002D7B6D91C7F4BF
433,433,,,Jamii Auto Care37,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000983728B06C664240FF9B9FFE8DC7F4BF40ACF4036C664240002D7B6D91C7F4BF802ACEBB6B66424001D8EE9A67C7F4BF102CCD6E6C664240FFE45DB364C7F4BF983728B06C664240FF9B9FFE8DC7F4BF
434,434,,,Jamii Auto Care38,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A01718936D6642400111537889C7F4BF983728B06C664240FF9B9FFE8DC7F4BF102CCD6E6C664240FFE45DB364C7F4BF1010AF326D6642400229BD8561C7F4BFA01718936D6642400111537889C7F4BF
435,435,,,Jamii Auto Care39,Jamii Auto Care,,0106000020E610000001000000010300000001000000050000001033427F6E664240009E0CC384C7F4BFA01718936D6642400111537889C7F4BF1010AF326D6642400229BD8561C7F4BFB8D05C146E664240FF0618DC5DC7F4BF1033427F6E664240009E0CC384C7F4BF
436,436,,,Jamii Auto Care40,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000C87ECB736F664240FF0BD3E27FC7F4BF1033427F6E664240009E0CC384C7F4BFB8D05C146E664240FF0618DC5DC7F4BF88D303056F66424002B270F459C7F4BFC87ECB736F664240FF0BD3E27FC7F4BF
437,437,,,Jamii Auto Care41,Jamii Auto Care,,0106000020E610000001000000010300000001000000050000009876951B7066424002EB838A7CC7F4BFC87ECB736F664240FF0BD3E27FC7F4BF88D303056F66424002B270F459C7F4BF40FFA21070664240FE9F949C55C7F4BF9876951B7066424002EB838A7CC7F4BF
438,438,,,Jamii Auto Care42,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000709BC9D470664240FFA35AD978C7F4BF9876951B7066424002EB838A7CC7F4BF40FFA21070664240FE9F949C55C7F4BF00E136CC70664240FEFB4F9152C7F4BF709BC9D470664240FFA35AD978C7F4BF
439,439,,,Jamii Auto Care43,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000C8C6E77B71664240FE24448475C7F4BF709BC9D470664240FFA35AD978C7F4BF00E136CC70664240FEFB4F9152C7F4BF18E3B37771664240007EE2C84FC7F4BFC8C6E77B71664240FE24448475C7F4BF
440,440,,,Jamii Auto Care44,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000040F6EB0269664240FF1E47EA72C7F4BFF03A2D42686642400052050B76C7F4BF58D89DD267664240FE6E3B2048C7F4BFB8A4A38968664240FE11B52A45C7F4BF40F6EB0269664240FF1E47EA72C7F4BF
441,441,,,Jamii Auto Care45,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000B02DB7AC696642400056D42870C7F4BF40F6EB0269664240FF1E47EA72C7F4BFB8A4A38968664240FE11B52A45C7F4BF8073763A69664240FEC6F34E42C7F4BFB02DB7AC696642400056D42870C7F4BF
442,442,,,Jamii Auto Care46,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000907A3B6E6A6642400281DD046DC7F4BFB02DB7AC696642400056D42870C7F4BF8073763A69664240FEC6F34E42C7F4BF481216456A66424002026AFF3DC7F4BF907A3B6E6A6642400281DD046DC7F4BF
443,443,,,Jamii Auto Care47,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000038E8D1156B664240012E8B4C6AC7F4BF907A3B6E6A6642400281DD046DC7F4BF481216456A66424002026AFF3DC7F4BF18E1E8F56A66424002B7A8233BC7F4BF38E8D1156B664240012E8B4C6AC7F4BF
444,444,,,Jamii Auto Care48,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000802ACEBB6B66424001D8EE9A67C7F4BF38E8D1156B664240012E8B4C6AC7F4BF18E1E8F56A66424002B7A8233BC7F4BFE0F8C8BD6B664240024A57E837C7F4BF802ACEBB6B66424001D8EE9A67C7F4BF
445,445,,,Jamii Auto Care49,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000102CCD6E6C664240FFE45DB364C7F4BF802ACEBB6B66424001D8EE9A67C7F4BFE0F8C8BD6B664240024A57E837C7F4BF884B64726C664240FE8ABFFC34C7F4BF102CCD6E6C664240FFE45DB364C7F4BF
446,446,,,Jamii Auto Care50,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000008AD4E3B6D66424001C0C46161C7F4BF102CCD6E6C664240FFE45DB364C7F4BF884B64726C664240FE8ABFFC34C7F4BF58306E336D664240FE61E2DD31C7F4BF08AD4E3B6D66424001C0C46161C7F4BF
447,447,,,Jamii Auto Care51,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000803E99056E664240FE114C195EC7F4BF08AD4E3B6D66424001C0C46161C7F4BF58306E336D664240FE61E2DD31C7F4BF4862F6DD6D66424002E12A1C2FC7F4BF803E99056E664240FE114C195EC7F4BF
448,448,,,Jamii Auto Care52,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000886FA4B06E664240019DBF525BC7F4BF803E99056E664240FE114C195EC7F4BF4862F6DD6D66424002E12A1C2FC7F4BFB0487A886E6642400060735A2CC7F4BF886FA4B06E664240019DBF525BC7F4BF
449,449,,,Jamii Auto Care53,Jamii Auto Care,,0106000020E610000001000000010300000001000000050000003836BC3F6F664240FFB06E0059C7F4BF886FA4B06E664240019DBF525BC7F4BFB0487A886E6642400060735A2CC7F4BFC0A1D53B6F66424002053A7429C7F4BF3836BC3F6F664240FFB06E0059C7F4BF
450,450,,,Jamii Auto Care54,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000040FFA21070664240FE9F949C55C7F4BF3836BC3F6F664240FFB06E0059C7F4BFC0A1D53B6F66424002053A7429C7F4BF88C2C211706642400077A8FE25C7F4BF40FFA21070664240FE9F949C55C7F4BF
451,451,,,Jamii Auto Care55,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000000E136CC70664240FEFB4F9152C7F4BF40FFA21070664240FE9F949C55C7F4BF88C2C211706642400077A8FE25C7F4BF9060E2B07066424001972F6C23C7F4BF00E136CC70664240FEFB4F9152C7F4BF
452,452,,,Jamii Auto Care56,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000018E3B37771664240007EE2C84FC7F4BFE8453E33716642400071A15021C7F4BF800598B571664240004B13351FC7F4BF70BF2E2372664240FEFF74004DC7F4BF18E3B37771664240007EE2C84FC7F4BF
453,453,,,Jamii Auto Care57,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000F082EAB46866424000C3CC552BC7F4BF60DB905667664240FECADA0132C7F4BF40B2709467664240029AC31805C7F4BF60D9249069664240018D5F6BFBC6F4BFF082EAB46866424000C3CC552BC7F4BF
454,454,,,Jamii Auto Care58,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000F0789094706642400128EAF204C7F4BF30B59F0B71664240FFA62EE8D6C6F4BF78D7093772664240FE8A1633D1C6F4BF409F42C77166424000ACBA1BFFC6F4BFF0789094706642400128EAF204C7F4BF
457,457,,,Jamii Auto Care61,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000040ABD7BD6D66424000D0B9C912C7F4BF203660166E664240FFF77657E5C6F4BF708364186F664240FF9F806CE0C6F4BFA8CFE3A46E66424001E35E630EC7F4BF40ABD7BD6D66424000D0B9C912C7F4BF
458,458,,,Jamii Auto Care62,Jamii Auto Care,,0106000020E6100000010000000103000000010000000500000008A271F26C664240008F53A916C7F4BF20EE4A356D664240FF11E7A1E9C6F4BF203660166E664240FFF77657E5C6F4BF40ABD7BD6D66424000D0B9C912C7F4BF08A271F26C664240008F53A916C7F4BF
459,459,,,Jamii Auto Care63,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000A0E58A096C66424001F2CE181BC7F4BFF890A89E6C664240FFFEE080ECC6F4BF20EE4A356D664240FF11E7A1E9C6F4BF08A271F26C664240008F53A916C7F4BFA0E58A096C66424001F2CE181BC7F4BF
460,460,,,Jamii Auto Care64,Jamii Auto Care,,0106000020E61000000100000001030000000100000005000000B861E8396B664240FF16140D1FC7F4BFA8B00FDB6B664240FE746F3BF0C6F4BFF890A89E6C664240FFFEE080ECC6F4BFA0E58A096C66424001F2CE181BC7F4BFB861E8396B664240FF16140D1FC7F4BF
